Date,Item_label,Region,Price,,,,
01/04/2024,"Gari white,sold loose",SOUTH WEST,982.42151,,,,
01/04/2024,"Gari yellow,sold loose",NORTH CENTRAL,855.1601989,,,,
01/04/2024,"Gari yellow,sold loose",NORTH EAST,790.0570172,,,,
01/04/2024,"Gari yellow,sold loose",NORTH WEST,739.2035275,,,,
01/04/2024,"Gari yellow,sold loose",SOUTH EAST,1012.53774,,,,
01/04/2024,"Gari yellow,sold loose",SOUTH SOUTH,1021.567475,,,,
01/04/2024,"Gari yellow,sold loose",SOUTH WEST,1094.726231,,,,
01/04/2024,"Groundnut oil: 1 bottle, specify bottle",NORTH CENTRAL,2052.034721,,,,
01/04/2024,"Groundnut oil: 1 bottle, specify bottle",NORTH EAST,1894.440667,,,,
01/04/2024,"Groundnut oil: 1 bottle, specify bottle",NORTH WEST,1992.157874,,,,
01/04/2024,"Groundnut oil: 1 bottle, specify bottle",SOUTH EAST,2552.696403,,,,
01/04/2024,"Groundnut oil: 1 bottle, specify bottle",SOUTH SOUTH,2505.555556,,,,
01/04/2024,"Groundnut oil: 1 bottle, specify bottle",SOUTH WEST,2517.407407,,,,
01/04/2024,Iced Sardine,NORTH CENTRAL,2996.813545,,,,
01/04/2024,Iced Sardine,NORTH EAST,3051.599433,,,,
01/04/2024,Iced Sardine,NORTH WEST,2530.884921,,,,
01/04/2024,Iced Sardine,SOUTH EAST,3443.417705,,,,
01/04/2024,Iced Sardine,SOUTH SOUTH,2804.86374,,,,
01/04/2024,Iced Sardine,SOUTH WEST,2782.584244,,,,
01/04/2024,Irish potato,NORTH CENTRAL,1473.970954,,,,
01/04/2024,Irish potato,NORTH EAST,1203.894233,,,,
01/04/2024,Irish potato,NORTH WEST,943.6778648,,,,
01/04/2024,Irish potato,SOUTH EAST,1408.327011,,,,
01/04/2024,Irish potato,SOUTH SOUTH,1739.258857,,,,
01/04/2024,Irish potato,SOUTH WEST,1779.637188,,,,
01/04/2024,Mackerel : frozen,NORTH CENTRAL,2886.729931,,,,
01/04/2024,Mackerel : frozen,NORTH EAST,3104.862844,,,,
01/04/2024,Mackerel : frozen,NORTH WEST,2596.271433,,,,
01/04/2024,Mackerel : frozen,SOUTH EAST,4498.131427,,,,
01/04/2024,Mackerel : frozen,SOUTH SOUTH,3050.298979,,,,
01/04/2024,Mackerel : frozen,SOUTH WEST,3586.968927,,,,
01/04/2024,Maize grain white sold loose,NORTH CENTRAL,737.466172,,,,
01/04/2024,Maize grain white sold loose,NORTH EAST,717.4403657,,,,
01/04/2024,Maize grain white sold loose,NORTH WEST,610.6126113,,,,
01/04/2024,Maize grain white sold loose,SOUTH EAST,953.0501102,,,,
01/04/2024,Maize grain white sold loose,SOUTH SOUTH,977.9914283,,,,
01/04/2024,Maize grain white sold loose,SOUTH WEST,856.1918005,,,,
01/04/2024,Maize grain yellow sold loose,NORTH CENTRAL,736.5516511,,,,
01/04/2024,Maize grain yellow sold loose,NORTH EAST,707.700683,,,,
01/04/2024,Maize grain yellow sold loose,NORTH WEST,600.7487384,,,,
01/04/2024,Maize grain yellow sold loose,SOUTH EAST,956.2337882,,,,
01/04/2024,Maize grain yellow sold loose,SOUTH SOUTH,1039.205554,,,,
01/04/2024,Maize grain yellow sold loose,SOUTH WEST,820.3278909,,,,
01/04/2024,Mudfish (aro) fresh,NORTH CENTRAL,2610.6691,,,,
01/04/2024,Mudfish (aro) fresh,NORTH EAST,2349.267538,,,,
01/04/2024,Mudfish (aro) fresh,NORTH WEST,2766.302323,,,,
01/04/2024,Mudfish (aro) fresh,SOUTH EAST,3100.857546,,,,
01/04/2024,Mudfish (aro) fresh,SOUTH SOUTH,3527.487121,,,,
01/04/2024,Mudfish (aro) fresh,SOUTH WEST,3429.966254,,,,
01/04/2024,Mudfish : dried,NORTH CENTRAL,3517.773391,,,,
01/04/2024,Mudfish : dried,NORTH EAST,4467.139849,,,,
01/04/2024,Mudfish : dried,NORTH WEST,3031.39338,,,,
01/04/2024,Mudfish : dried,SOUTH EAST,5353.544769,,,,
01/04/2024,Mudfish : dried,SOUTH SOUTH,3622.424407,,,,
01/04/2024,Mudfish : dried,SOUTH WEST,4032.354496,,,,
01/04/2024,Onion bulb,NORTH CENTRAL,995.8044432,,,,
01/04/2024,Onion bulb,NORTH EAST,669.8452747,,,,
01/04/2024,Onion bulb,NORTH WEST,567.2190152,,,,
01/04/2024,Onion bulb,SOUTH EAST,949.1362252,,,,
01/04/2024,Onion bulb,SOUTH SOUTH,1680.437532,,,,
01/04/2024,Onion bulb,SOUTH WEST,1318.047615,,,,
01/04/2024,"Palm oil: 1 bottle,specify bottle",NORTH CENTRAL,1526.666539,,,,
01/04/2024,"Palm oil: 1 bottle,specify bottle",NORTH EAST,1380.932572,,,,
01/04/2024,"Palm oil: 1 bottle,specify bottle",NORTH WEST,1570.209014,,,,
01/04/2024,"Palm oil: 1 bottle,specify bottle",SOUTH EAST,1468.718581,,,,
01/04/2024,"Palm oil: 1 bottle,specify bottle",SOUTH SOUTH,1567.5,,,,
01/04/2024,"Palm oil: 1 bottle,specify bottle",SOUTH WEST,2291.280309,,,,
01/04/2024,Plantain(ripe),NORTH CENTRAL,912.1408692,,,,
01/04/2024,Plantain(ripe),NORTH EAST,773.3743206,,,,
01/04/2024,Plantain(ripe),NORTH WEST,812.7426119,,,,
01/04/2024,Plantain(ripe),SOUTH EAST,1095.364592,,,,
01/04/2024,Plantain(ripe),SOUTH SOUTH,1329.150879,,,,
01/04/2024,Plantain(ripe),SOUTH WEST,1194.795922,,,,
01/04/2024,Plantain(unripe),NORTH CENTRAL,882.6878417,,,,
01/04/2024,Plantain(unripe),NORTH EAST,722.3102388,,,,
01/04/2024,Plantain(unripe),NORTH WEST,809.0425828,,,,
01/04/2024,Plantain(unripe),SOUTH EAST,897.5457032,,,,
01/04/2024,Plantain(unripe),SOUTH SOUTH,1341.306034,,,,
01/04/2024,Plantain(unripe),SOUTH WEST,1383.924312,,,,
01/04/2024,Rice agric sold loose,NORTH CENTRAL,1566.704395,,,,
01/04/2024,Rice agric sold loose,NORTH EAST,1474.247259,,,,
01/04/2024,Rice agric sold loose,NORTH WEST,1268.162422,,,,
01/04/2024,Rice agric sold loose,SOUTH EAST,1349.086561,,,,
01/04/2024,Rice agric sold loose,SOUTH SOUTH,1554.205432,,,,
01/04/2024,Rice agric sold loose,SOUTH WEST,1715.43806,,,,
01/04/2024,Rice local sold loose,NORTH CENTRAL,1462.607941,,,,
01/04/2024,Rice local sold loose,NORTH EAST,1336.146384,,,,
01/04/2024,Rice local sold loose,NORTH WEST,1163.12668,,,,
01/04/2024,Rice local sold loose,SOUTH EAST,1259.638574,,,,
01/04/2024,Rice local sold loose,SOUTH SOUTH,1564.851547,,,,
01/04/2024,Rice local sold loose,SOUTH WEST,1615.214467,,,,
01/04/2024,Rice Medium Grained,NORTH CENTRAL,1600.980317,,,,
01/04/2024,Rice Medium Grained,NORTH EAST,1572.723532,,,,
01/04/2024,Rice Medium Grained,NORTH WEST,1342.831874,,,,
01/04/2024,Rice Medium Grained,SOUTH EAST,1341.539394,,,,
01/04/2024,Rice Medium Grained,SOUTH SOUTH,1574.710172,,,,
01/04/2024,Rice Medium Grained,SOUTH WEST,1771.098283,,,,
01/04/2024,"Rice,imported high quality sold loose",NORTH CENTRAL,1949.566877,,,,
01/04/2024,"Rice,imported high quality sold loose",NORTH EAST,1724.824662,,,,
01/04/2024,"Rice,imported high quality sold loose",NORTH WEST,1502.245287,,,,
01/04/2024,"Rice,imported high quality sold loose",SOUTH EAST,1636.31007,,,,
01/04/2024,"Rice,imported high quality sold loose",SOUTH SOUTH,1849.835194,,,,
01/04/2024,"Rice,imported high quality sold loose",SOUTH WEST,1959.275938,,,,
01/04/2024,Sweet potato,NORTH CENTRAL,842.9543941,,,,
01/04/2024,Sweet potato,NORTH EAST,572.9506063,,,,
01/04/2024,Sweet potato,NORTH WEST,453.7722673,,,,
01/04/2024,Sweet potato,SOUTH EAST,555.8604116,,,,
01/04/2024,Sweet potato,SOUTH SOUTH,1324.183039,,,,
01/04/2024,Sweet potato,SOUTH WEST,1105.453326,,,,
01/04/2024,Tilapia fish (epiya) fresh,NORTH CENTRAL,2729.591963,,,,
01/04/2024,Tilapia fish (epiya) fresh,NORTH EAST,1493.296456,,,,
01/04/2024,Tilapia fish (epiya) fresh,NORTH WEST,2512.578236,,,,
01/04/2024,Tilapia fish (epiya) fresh,SOUTH EAST,3691.909489,,,,
01/04/2024,Tilapia fish (epiya) fresh,SOUTH SOUTH,3378.165446,,,,
01/04/2024,Tilapia fish (epiya) fresh,SOUTH WEST,3380.80923,,,,
01/04/2024,Titus:frozen,NORTH CENTRAL,3055.221298,,,,
01/04/2024,Titus:frozen,NORTH EAST,3102.734442,,,,
01/04/2024,Titus:frozen,NORTH WEST,3266.40283,,,,
01/04/2024,Titus:frozen,SOUTH EAST,4686.233857,,,,
01/04/2024,Titus:frozen,SOUTH SOUTH,3112.602353,,,,
01/04/2024,Titus:frozen,SOUTH WEST,3440.377646,,,,
01/04/2024,Tomato,NORTH CENTRAL,1085.594661,,,,
01/04/2024,Tomato,NORTH EAST,854.9037804,,,,
01/04/2024,Tomato,NORTH WEST,615.5449186,,,,
01/04/2024,Tomato,SOUTH EAST,1163.629845,,,,
01/04/2024,Tomato,SOUTH SOUTH,1689.395277,,,,
01/04/2024,Tomato,SOUTH WEST,1429.063134,,,,
01/04/2024,"Vegetable oil:1 bottle,specify bottle",NORTH CENTRAL,2135.625023,,,,
01/04/2024,"Vegetable oil:1 bottle,specify bottle",NORTH EAST,1808.042328,,,,
01/04/2024,"Vegetable oil:1 bottle,specify bottle",NORTH WEST,1833.942647,,,,
01/04/2024,"Vegetable oil:1 bottle,specify bottle",SOUTH EAST,2121.678727,,,,
01/04/2024,"Vegetable oil:1 bottle,specify bottle",SOUTH SOUTH,2026.666667,,,,
01/04/2024,"Vegetable oil:1 bottle,specify bottle",SOUTH WEST,2581.682099,,,,
01/04/2024,Wheat flour: prepacked (golden penny 2kg),NORTH CENTRAL,2434.05143,,,,
01/04/2024,Wheat flour: prepacked (golden penny 2kg),NORTH EAST,1904.504469,,,,
01/04/2024,Wheat flour: prepacked (golden penny 2kg),NORTH WEST,2902.892857,,,,
01/04/2024,Wheat flour: prepacked (golden penny 2kg),SOUTH EAST,2633.084286,,,,
01/04/2024,Wheat flour: prepacked (golden penny 2kg),SOUTH SOUTH,3043.819444,,,,
01/04/2024,Wheat flour: prepacked (golden penny 2kg),SOUTH WEST,2499.375,,,,
01/04/2024,Yam tuber,NORTH CENTRAL,1155.915306,,,,
01/04/2024,Yam tuber,NORTH EAST,877.9621525,,,,
01/04/2024,Yam tuber,NORTH WEST,892.1092681,,,,
01/04/2024,Yam tuber,SOUTH EAST,1015.675692,,,,
01/04/2024,Yam tuber,SOUTH SOUTH,1732.349134,,,,
01/04/2024,Yam tuber,SOUTH WEST,1124.540485,,,,
01/05/2024,Agric eggs medium size,NORTH CENTRAL,1915.683559,,,,
01/05/2024,Agric eggs medium size,NORTH EAST,1771.105413,,,,
01/05/2024,Agric eggs medium size,NORTH WEST,1665.104596,,,,
01/05/2024,Agric eggs medium size,SOUTH EAST,1838.075547,,,,
01/05/2024,Agric eggs medium size,SOUTH SOUTH,1636.195052,,,,
01/05/2024,Agric eggs medium size,SOUTH WEST,1901.150982,,,,
01/05/2024,Agric eggs(medium size price of one),NORTH CENTRAL,156.6393472,,,,
01/05/2024,Agric eggs(medium size price of one),NORTH EAST,158.1185173,,,,
01/05/2024,Agric eggs(medium size price of one),NORTH WEST,159.9620433,,,,
01/05/2024,Agric eggs(medium size price of one),SOUTH EAST,157.3317956,,,,
01/05/2024,Agric eggs(medium size price of one),SOUTH SOUTH,155.173665,,,,
01/05/2024,Agric eggs(medium size price of one),SOUTH WEST,174.8161291,,,,
01/05/2024,"Beans brown,sold loose",NORTH CENTRAL,2574.521192,,,,
01/05/2024,"Beans brown,sold loose",NORTH EAST,1682.822986,,,,
01/05/2024,"Beans brown,sold loose",NORTH WEST,1379.973382,,,,
01/05/2024,"Beans brown,sold loose",SOUTH EAST,2226.150761,,,,
01/05/2024,"Beans brown,sold loose",SOUTH SOUTH,2293.033136,,,,
01/05/2024,"Beans brown,sold loose",SOUTH WEST,1945.668732,,,,
01/05/2024,Beans:white black eye. sold loose,NORTH CENTRAL,2445.282561,,,,
01/05/2024,Beans:white black eye. sold loose,NORTH EAST,1623.121754,,,,
01/05/2024,Beans:white black eye. sold loose,NORTH WEST,1325.31562,,,,
01/05/2024,Beans:white black eye. sold loose,SOUTH EAST,2062.677564,,,,
01/05/2024,Beans:white black eye. sold loose,SOUTH SOUTH,1895.407664,,,,
01/05/2024,Beans:white black eye. sold loose,SOUTH WEST,1758.535735,,,,
01/05/2024,Beef Bone in,NORTH CENTRAL,4655.479897,,,,
01/05/2024,Beef Bone in,NORTH EAST,3532.855419,,,,
01/05/2024,Beef Bone in,NORTH WEST,3399.719028,,,,
01/05/2024,Beef Bone in,SOUTH EAST,3809.570181,,,,
01/05/2024,Beef Bone in,SOUTH SOUTH,5210.536613,,,,
01/05/2024,Beef Bone in,SOUTH WEST,4245.649755,,,,
01/05/2024,"Beef,boneless",NORTH CENTRAL,5522.639404,,,,
01/05/2024,"Beef,boneless",NORTH EAST,4428.434057,,,,
01/05/2024,"Beef,boneless",NORTH WEST,4402.918875,,,,
01/05/2024,"Beef,boneless",SOUTH EAST,5953.26871,,,,
01/05/2024,"Beef,boneless",SOUTH SOUTH,5474.904097,,,,
01/05/2024,"Beef,boneless",SOUTH WEST,5237.188587,,,,
01/05/2024,Bread sliced 500g,NORTH CENTRAL,1231.76359,,,,
01/05/2024,Bread sliced 500g,NORTH EAST,1024.75022,,,,
01/05/2024,Bread sliced 500g,NORTH WEST,1236.949904,,,,
01/05/2024,Bread sliced 500g,SOUTH EAST,1366.155242,,,,
01/05/2024,Bread sliced 500g,SOUTH SOUTH,1642.198165,,,,
01/05/2024,Bread sliced 500g,SOUTH WEST,1381.165028,,,,
01/05/2024,Bread unsliced 500g,NORTH CENTRAL,1244.596561,,,,
01/05/2024,Bread unsliced 500g,NORTH EAST,963.5748113,,,,
01/05/2024,Bread unsliced 500g,NORTH WEST,1148.832104,,,,
01/05/2024,Bread unsliced 500g,SOUTH EAST,1123.17814,,,,
01/05/2024,Bread unsliced 500g,SOUTH SOUTH,1578.687789,,,,
01/05/2024,Bread unsliced 500g,SOUTH WEST,1230.035585,,,,
01/05/2024,Broken Rice (Ofada),NORTH CENTRAL,1663.734738,,,,
01/05/2024,Broken Rice (Ofada),NORTH EAST,1727.816518,,,,
01/05/2024,Broken Rice (Ofada),NORTH WEST,1282.406494,,,,
01/05/2024,Broken Rice (Ofada),SOUTH EAST,1326.37709,,,,
01/05/2024,Broken Rice (Ofada),SOUTH SOUTH,1739.358442,,,,
01/05/2024,Broken Rice (Ofada),SOUTH WEST,2709.305924,,,,
01/05/2024,Catfish (obokun) fresh,NORTH CENTRAL,3058.515777,,,,
01/05/2024,Catfish (obokun) fresh,NORTH EAST,2698.23191,,,,
01/05/2024,Catfish (obokun) fresh,NORTH WEST,3334.876152,,,,
01/05/2024,Catfish (obokun) fresh,SOUTH EAST,3717.146152,,,,
01/05/2024,Catfish (obokun) fresh,SOUTH SOUTH,4144.138313,,,,
01/05/2024,Catfish (obokun) fresh,SOUTH WEST,3683.228995,,,,
01/05/2024,Catfish :dried,NORTH CENTRAL,4376.089172,,,,
01/05/2024,Catfish :dried,NORTH EAST,4623.681006,,,,
01/05/2024,Catfish :dried,NORTH WEST,3255.770137,,,,
01/05/2024,Catfish :dried,SOUTH EAST,6966.766039,,,,
01/05/2024,Catfish :dried,SOUTH SOUTH,4291.979568,,,,
01/05/2024,Catfish :dried,SOUTH WEST,4454.298265,,,,
01/05/2024,Catfish Smoked,NORTH CENTRAL,3432.068449,,,,
01/05/2024,Catfish Smoked,NORTH EAST,4563.791636,,,,
01/05/2024,Catfish Smoked,NORTH WEST,2895.081617,,,,
01/05/2024,Catfish Smoked,SOUTH EAST,3712.493384,,,,
01/05/2024,Catfish Smoked,SOUTH SOUTH,3608.22551,,,,
01/05/2024,Catfish Smoked,SOUTH WEST,3583.166577,,,,
01/05/2024,Chicken Feet,NORTH CENTRAL,3205.476779,,,,
01/05/2024,Chicken Feet,NORTH EAST,1758.826649,,,,
01/05/2024,Chicken Feet,NORTH WEST,2700.663744,,,,
01/05/2024,Chicken Feet,SOUTH EAST,2659.190976,,,,
01/05/2024,Chicken Feet,SOUTH SOUTH,3544.965898,,,,
01/05/2024,Chicken Feet,SOUTH WEST,3518.265924,,,,
01/05/2024,Chicken Wings,NORTH CENTRAL,4104.840406,,,,
01/05/2024,Chicken Wings,NORTH EAST,2837.635903,,,,
01/05/2024,Chicken Wings,NORTH WEST,2664.432571,,,,
01/05/2024,Chicken Wings,SOUTH EAST,3109.902559,,,,
01/05/2024,Chicken Wings,SOUTH SOUTH,4329.463539,,,,
01/05/2024,Chicken Wings,SOUTH WEST,4307.272417,,,,
01/05/2024,Dried Fish Sardine,NORTH CENTRAL,4004.921355,,,,
01/05/2024,Dried Fish Sardine,NORTH EAST,4609.041514,,,,
01/05/2024,Dried Fish Sardine,NORTH WEST,3295.090633,,,,
01/05/2024,Dried Fish Sardine,SOUTH EAST,4651.048454,,,,
01/05/2024,Dried Fish Sardine,SOUTH SOUTH,3625.460249,,,,
01/05/2024,Dried Fish Sardine,SOUTH WEST,3704.969372,,,,
01/05/2024,Evaporated tinned milk carnation 170g,NORTH CENTRAL,619.0433297,,,,
01/05/2024,Evaporated tinned milk carnation 170g,NORTH EAST,787.0663405,,,,
01/05/2024,Evaporated tinned milk carnation 170g,NORTH WEST,697.5760365,,,,
01/05/2024,Evaporated tinned milk carnation 170g,SOUTH EAST,655.2163254,,,,
01/05/2024,Evaporated tinned milk carnation 170g,SOUTH SOUTH,744.2833333,,,,
01/05/2024,Evaporated tinned milk carnation 170g,SOUTH WEST,648.7066867,,,,
01/05/2024,"Evaporated tinned milk(peak), 170g",NORTH CENTRAL,644.4212969,,,,
01/05/2024,"Evaporated tinned milk(peak), 170g",NORTH EAST,964.6472183,,,,
01/05/2024,"Evaporated tinned milk(peak), 170g",NORTH WEST,760.5582309,,,,
01/05/2024,"Evaporated tinned milk(peak), 170g",SOUTH EAST,746.6214504,,,,
01/05/2024,"Evaporated tinned milk(peak), 170g",SOUTH SOUTH,856.6458333,,,,
01/05/2024,"Evaporated tinned milk(peak), 170g",SOUTH WEST,751.9409006,,,,
01/05/2024,Frozen chicken,NORTH CENTRAL,5054.919877,,,,
01/05/2024,Frozen chicken,NORTH EAST,4719.258666,,,,
01/05/2024,Frozen chicken,NORTH WEST,4461.497134,,,,
01/05/2024,Frozen chicken,SOUTH EAST,6937.855185,,,,
01/05/2024,Frozen chicken,SOUTH SOUTH,4704.812208,,,,
01/05/2024,Frozen chicken,SOUTH WEST,4722.824249,,,,
01/05/2024,"Gari white,sold loose",NORTH CENTRAL,1021.207496,,,,
01/05/2024,"Gari white,sold loose",NORTH EAST,1138.624751,,,,
01/05/2024,"Gari white,sold loose",NORTH WEST,1094.767275,,,,
01/05/2024,"Gari white,sold loose",SOUTH EAST,1072.59518,,,,
01/05/2024,"Gari white,sold loose",SOUTH SOUTH,1078.498829,,,,
01/05/2024,"Gari white,sold loose",SOUTH WEST,1294.514429,,,,
01/05/2024,"Gari yellow,sold loose",NORTH CENTRAL,1032.107689,,,,
01/05/2024,"Gari yellow,sold loose",NORTH EAST,1185.6248,,,,
01/05/2024,"Gari yellow,sold loose",NORTH WEST,1170.558606,,,,
01/05/2024,"Gari yellow,sold loose",SOUTH EAST,1173.398671,,,,
01/05/2024,"Gari yellow,sold loose",SOUTH SOUTH,1160.9085,,,,
01/05/2024,"Gari yellow,sold loose",SOUTH WEST,1409.31884,,,,
01/05/2024,"Groundnut oil: 1 bottle, specify bottle",NORTH CENTRAL,2198.779001,,,,
01/05/2024,"Groundnut oil: 1 bottle, specify bottle",NORTH EAST,2079.766551,,,,
01/05/2024,"Groundnut oil: 1 bottle, specify bottle",NORTH WEST,2058.294863,,,,
01/05/2024,"Groundnut oil: 1 bottle, specify bottle",SOUTH EAST,2642.311203,,,,
01/05/2024,"Groundnut oil: 1 bottle, specify bottle",SOUTH SOUTH,2612.359079,,,,
01/05/2024,"Groundnut oil: 1 bottle, specify bottle",SOUTH WEST,2642.797275,,,,
01/05/2024,Iced Sardine,NORTH CENTRAL,3019.247216,,,,
01/05/2024,Iced Sardine,NORTH EAST,3237.941082,,,,
01/05/2024,Iced Sardine,NORTH WEST,2883.14574,,,,
01/05/2024,Iced Sardine,SOUTH EAST,3552.792574,,,,
01/05/2024,Iced Sardine,SOUTH SOUTH,3006.650491,,,,
01/05/2024,Iced Sardine,SOUTH WEST,2836.126395,,,,
01/05/2024,Irish potato,NORTH CENTRAL,1784.402641,,,,
01/05/2024,Irish potato,NORTH EAST,1306.344478,,,,
01/05/2024,Irish potato,NORTH WEST,1178.901531,,,,
01/05/2024,Irish potato,SOUTH EAST,1464.116727,,,,
01/05/2024,Irish potato,SOUTH SOUTH,1865.313816,,,,
01/05/2024,Irish potato,SOUTH WEST,1987.309307,,,,
01/05/2024,Mackerel : frozen,NORTH CENTRAL,2902.103093,,,,
01/05/2024,Mackerel : frozen,NORTH EAST,3382.093218,,,,
01/05/2024,Mackerel : frozen,NORTH WEST,2749.4644,,,,
01/05/2024,Mackerel : frozen,SOUTH EAST,4928.492578,,,,
01/05/2024,Mackerel : frozen,SOUTH SOUTH,3384.208375,,,,
01/05/2024,Mackerel : frozen,SOUTH WEST,3528.293754,,,,
01/05/2024,Maize grain white sold loose,NORTH CENTRAL,836.5914812,,,,
01/05/2024,Maize grain white sold loose,NORTH EAST,1019.590836,,,,
01/05/2024,Maize grain white sold loose,NORTH WEST,785.1018794,,,,
01/05/2024,Maize grain white sold loose,SOUTH EAST,1086.974493,,,,
01/05/2024,Maize grain white sold loose,SOUTH SOUTH,1119.050688,,,,
01/05/2024,Maize grain white sold loose,SOUTH WEST,922.8813539,,,,
01/05/2024,Maize grain yellow sold loose,NORTH CENTRAL,817.0657921,,,,
01/05/2024,Maize grain yellow sold loose,NORTH EAST,1034.456009,,,,
01/05/2024,Maize grain yellow sold loose,NORTH WEST,781.9111578,,,,
01/05/2024,Maize grain yellow sold loose,SOUTH EAST,1082.155634,,,,
01/05/2024,Maize grain yellow sold loose,SOUTH SOUTH,1171.780706,,,,
01/05/2024,Maize grain yellow sold loose,SOUTH WEST,934.0190622,,,,
01/05/2024,Mudfish (aro) fresh,NORTH CENTRAL,2855.881343,,,,
01/05/2024,Mudfish (aro) fresh,NORTH EAST,2470.707326,,,,
01/05/2024,Mudfish (aro) fresh,NORTH WEST,3067.374944,,,,
01/05/2024,Mudfish (aro) fresh,SOUTH EAST,3181.378095,,,,
01/05/2024,Mudfish (aro) fresh,SOUTH SOUTH,4068.754075,,,,
01/05/2024,Mudfish (aro) fresh,SOUTH WEST,3846.170945,,,,
01/05/2024,Mudfish : dried,NORTH CENTRAL,3716.076296,,,,
01/05/2024,Mudfish : dried,NORTH EAST,4865.435059,,,,
01/05/2024,Mudfish : dried,NORTH WEST,3242.112869,,,,
01/05/2024,Mudfish : dried,SOUTH EAST,5495.299035,,,,
01/05/2024,Mudfish : dried,SOUTH SOUTH,4163.239186,,,,
01/05/2024,Mudfish : dried,SOUTH WEST,4328.570334,,,,
01/05/2024,Onion bulb,NORTH CENTRAL,1047.803945,,,,
01/05/2024,Onion bulb,NORTH EAST,942.3869543,,,,
01/05/2024,Onion bulb,NORTH WEST,783.7495006,,,,
01/05/2024,Onion bulb,SOUTH EAST,1016.756997,,,,
01/05/2024,Onion bulb,SOUTH SOUTH,1871.275379,,,,
01/05/2024,Onion bulb,SOUTH WEST,1410.509323,,,,
01/05/2024,"Palm oil: 1 bottle,specify bottle",NORTH CENTRAL,1580.72074,,,,
01/05/2024,"Palm oil: 1 bottle,specify bottle",NORTH EAST,1449.860815,,,,
01/05/2024,"Palm oil: 1 bottle,specify bottle",NORTH WEST,1718.514152,,,,
01/05/2024,"Palm oil: 1 bottle,specify bottle",SOUTH EAST,1697.557119,,,,
01/05/2024,"Palm oil: 1 bottle,specify bottle",SOUTH SOUTH,1746.694973,,,,
01/05/2024,"Palm oil: 1 bottle,specify bottle",SOUTH WEST,1918.389484,,,,
01/05/2024,Plantain(ripe),NORTH CENTRAL,996.3452441,,,,
01/05/2024,Plantain(ripe),NORTH EAST,829.2926708,,,,
01/05/2024,Plantain(ripe),NORTH WEST,949.0365133,,,,
01/05/2024,Plantain(ripe),SOUTH EAST,1207.749775,,,,
01/05/2024,Plantain(ripe),SOUTH SOUTH,1498.730478,,,,
01/05/2024,Plantain(ripe),SOUTH WEST,1218.248555,,,,
01/05/2024,Plantain(unripe),NORTH CENTRAL,973.8992393,,,,
01/05/2024,Plantain(unripe),NORTH EAST,819.4089851,,,,
01/05/2024,Plantain(unripe),NORTH WEST,1227.348092,,,,
01/05/2024,Plantain(unripe),SOUTH EAST,979.1942944,,,,
01/05/2024,Plantain(unripe),SOUTH SOUTH,1441.50664,,,,
01/05/2024,Plantain(unripe),SOUTH WEST,1378.921544,,,,
01/05/2024,Rice agric sold loose,NORTH CENTRAL,1631.177768,,,,
01/05/2024,Rice agric sold loose,NORTH EAST,1890.251039,,,,
01/05/2024,Rice agric sold loose,NORTH WEST,1342.79486,,,,
01/05/2024,Rice agric sold loose,SOUTH EAST,1407.152034,,,,
01/05/2024,Rice agric sold loose,SOUTH SOUTH,1637.360357,,,,
01/05/2024,Rice agric sold loose,SOUTH WEST,1780.392826,,,,
01/05/2024,Rice local sold loose,NORTH CENTRAL,1660.2046,,,,
01/05/2024,Rice local sold loose,NORTH EAST,1821.766363,,,,
01/05/2024,Rice local sold loose,NORTH WEST,1437.6999,,,,
01/05/2024,Rice local sold loose,SOUTH EAST,1328.435636,,,,
01/05/2024,Rice local sold loose,SOUTH SOUTH,1679.948685,,,,
01/05/2024,Rice local sold loose,SOUTH WEST,1698.534807,,,,
01/05/2024,Rice Medium Grained,NORTH CENTRAL,1823.365124,,,,
01/05/2024,Rice Medium Grained,NORTH EAST,1855.878099,,,,
01/05/2024,Rice Medium Grained,NORTH WEST,1497.847967,,,,
01/05/2024,Rice Medium Grained,SOUTH EAST,1448.279182,,,,
01/05/2024,Rice Medium Grained,SOUTH SOUTH,1692.276697,,,,
01/05/2024,Rice Medium Grained,SOUTH WEST,1871.087629,,,,
01/05/2024,"Rice,imported high quality sold loose",NORTH CENTRAL,2252.400604,,,,
01/05/2024,"Rice,imported high quality sold loose",NORTH EAST,2031.185853,,,,
01/05/2024,"Rice,imported high quality sold loose",NORTH WEST,1749.068582,,,,
01/05/2024,"Rice,imported high quality sold loose",SOUTH EAST,1738.199906,,,,
01/05/2024,"Rice,imported high quality sold loose",SOUTH SOUTH,2061.285771,,,,
01/05/2024,"Rice,imported high quality sold loose",SOUTH WEST,2030.761167,,,,
01/05/2024,Sweet potato,NORTH CENTRAL,1001.8415,,,,
01/05/2024,Sweet potato,NORTH EAST,705.8707125,,,,
01/05/2024,Sweet potato,NORTH WEST,1367.388959,,,,
01/05/2024,Sweet potato,SOUTH EAST,588.9169175,,,,
01/05/2024,Sweet potato,SOUTH SOUTH,1542.681345,,,,
01/05/2024,Sweet potato,SOUTH WEST,1047.462356,,,,
01/05/2024,Tilapia fish (epiya) fresh,NORTH CENTRAL,2808.262674,,,,
01/05/2024,Tilapia fish (epiya) fresh,NORTH EAST,1864.972458,,,,
01/05/2024,Tilapia fish (epiya) fresh,NORTH WEST,2898.770272,,,,
